iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
BEL,Europe,Belgium,12/16/2020,11655923,608727,0,2285.286,18121,0,94.714,52224.693,0,196.062,1554.66,0,8.126,0.94,571,48.988,2707,232.242,,,1314,112.732
BEL,Europe,Belgium,12/17/2020,11655923,608727,0,2285.286,18121,0,94.714,52224.693,0,196.062,1554.66,0,8.126,0.94,562,48.216,2683,230.183,,,1315,112.818
BEL,Europe,Belgium,12/18/2020,11655923,608727,0,2285.286,18121,0,94.714,52224.693,0,196.062,1554.66,0,8.126,0.94,547,46.929,2616,224.435,,,1332,114.277
BEL,Europe,Belgium,12/19/2020,11655923,608727,0,2285.286,18121,0,94.714,52224.693,0,196.062,1554.66,0,8.126,0.93,541,46.414,2523,216.456,,,1345,115.392
BEL,Europe,Belgium,12/20/2020,11655923,626231,17504,2500.571,18776,655,93.571,53726.419,1501.726,214.532,1610.855,56.195,8.028,0.93,543,46.586,2538,217.743,,,1291,110.759
BEL,Europe,Belgium,12/21/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.93,546,46.843,2610,223.92,,,1305,111.96
BEL,Europe,Belgium,12/22/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.92,536,45.985,2557,219.373,,,1299,111.445
BEL,Europe,Belgium,12/23/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.92,512,43.926,2467,211.652,,,1288,110.502
BEL,Europe,Belgium,12/24/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.92,514,44.098,2447,209.936,,,1291,110.759
BEL,Europe,Belgium,12/25/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.92,511,43.84,2282,195.78,,,1241,106.469
BEL,Europe,Belgium,12/26/2020,11655923,626231,0,2500.571,18776,0,93.571,53726.419,0,214.532,1610.855,0,8.028,0.91,493,42.296,2286,196.123,,,1138,97.633
BEL,Europe,Belgium,12/27/2020,11655923,638760,12529,1789.857,19374,598,85.429,54801.323,1074.904,153.558,1662.159,51.304,7.329,0.92,491,42.125,2359,202.386,,,1163,99.778
BEL,Europe,Belgium,12/28/2020,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.92,510,43.755,2440,209.336,,,1174,100.721
BEL,Europe,Belgium,12/29/2020,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.93,498,42.725,2417,207.362,,,1163,99.778
BEL,Europe,Belgium,12/30/2020,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.93,496,42.553,2333,200.156,,,1132,97.118
BEL,Europe,Belgium,12/31/2020,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.94,494,42.382,2187,187.63,,,1066,91.456
BEL,Europe,Belgium,1/1/2021,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.94,489,41.953,2081,178.536,,,1065,91.37
BEL,Europe,Belgium,1/2/2021,11655923,638760,0,1789.857,19374,0,85.429,54801.323,0,153.558,1662.159,0,7.329,0.95,481,41.267,2122,182.053,,,1080,92.657
BEL,Europe,Belgium,1/3/2021,11655923,649347,10587,1512.429,19852,478,68.286,55709.616,908.294,129.756,1703.168,41.009,5.858,0.96,468,40.151,2185,187.458,,,1059,90.855
BEL,Europe,Belgium,1/4/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,0.97,464,39.808,2226,190.976,,,1019,87.423
BEL,Europe,Belgium,1/5/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,0.99,430,36.891,2130,182.74,,,960,82.362
BEL,Europe,Belgium,1/6/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,1,404,34.66,2076,178.107,,,946,81.16
BEL,Europe,Belgium,1/7/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,1,381,32.687,2018,173.131,,,957,82.104
BEL,Europe,Belgium,1/8/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,1.01,377,32.344,1996,171.243,,,948,81.332
BEL,Europe,Belgium,1/9/2021,11655923,649347,0,1512.429,19852,0,68.286,55709.616,0,129.756,1703.168,0,5.858,1.01,379,32.516,1927,165.324,,,975,83.648
BEL,Europe,Belgium,1/10/2021,11655923,662682,13335,1905,20239,387,55.286,56853.67,1144.054,163.436,1736.37,33.202,4.743,1.01,371,31.829,1955,167.726,,,923,79.187
BEL,Europe,Belgium,1/11/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,378,32.43,2020,173.302,,,907,77.815
BEL,Europe,Belgium,1/12/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,356,30.542,1966,168.67,,,897,76.957
BEL,Europe,Belgium,1/13/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,360,30.886,1943,166.696,,,894,76.699
BEL,Europe,Belgium,1/14/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,346,29.684,1915,164.294,,,871,74.726
BEL,Europe,Belgium,1/15/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,345,29.599,1883,161.549,,,872,74.812
BEL,Europe,Belgium,1/16/2021,11655923,662682,0,1905,20239,0,55.286,56853.67,0,163.436,1736.37,0,4.743,1.02,352,30.199,1828,156.83,,,846,72.581
BEL,Europe,Belgium,1/17/2021,11655923,676044,13362,1908.857,20603,364,52,58000.04,1146.37,163.767,1767.599,31.229,4.461,1.03,367,31.486,1892,162.321,,,840,72.066
BEL,Europe,Belgium,1/18/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.03,369,31.658,1974,169.356,,,851,73.01
BEL,Europe,Belgium,1/19/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.03,361,30.971,1960,168.155,,,899,77.128
BEL,Europe,Belgium,1/20/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.03,337,28.912,1938,166.267,,,901,77.3
BEL,Europe,Belgium,1/21/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.03,338,28.998,1941,166.525,,,916,78.587
BEL,Europe,Belgium,1/22/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.04,338,28.998,1923,164.98,,,932,79.959
BEL,Europe,Belgium,1/23/2021,11655923,676044,0,1908.857,20603,0,52,58000.04,0,163.767,1767.599,0,4.461,1.04,327,28.054,1888,161.978,,,964,82.705
BEL,Europe,Belgium,1/24/2021,11655923,690351,14307,2043.857,20963,360,51.429,59227.485,1227.445,175.349,1798.485,30.886,4.412,1.04,322,27.625,1923,164.98,,,991,85.021
BEL,Europe,Belgium,1/25/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.04,325,27.883,1954,167.64,,,978,83.906
BEL,Europe,Belgium,1/26/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.04,322,27.625,1928,165.409,,,944,80.989
BEL,Europe,Belgium,1/27/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.04,313,26.853,1850,158.718,,,921,79.016
BEL,Europe,Belgium,1/28/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.04,323,27.711,1819,156.058,,,911,78.158
BEL,Europe,Belgium,1/29/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.04,315,27.025,1810,155.286,,,872,74.812
BEL,Europe,Belgium,1/30/2021,11655923,690351,0,2043.857,20963,0,51.429,59227.485,0,175.349,1798.485,0,4.412,1.03,315,27.025,1760,150.996,,,866,74.297
BEL,Europe,Belgium,1/31/2021,11655923,706478,16127,2303.857,21308,345,49.286,60611.073,1383.588,197.655,1828.083,29.599,4.228,1.03,315,27.025,1788,153.398,,,837,71.809
BEL,Europe,Belgium,2/1/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.03,325,27.883,1852,158.889,,,873,74.898
BEL,Europe,Belgium,2/2/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.02,311,26.682,1794,153.913,,,862,73.954
BEL,Europe,Belgium,2/3/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.02,310,26.596,1785,153.141,,,883,75.755
BEL,Europe,Belgium,2/4/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.02,306,26.253,1751,150.224,,,886,76.013
BEL,Europe,Belgium,2/5/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.01,304,26.081,1737,149.023,,,911,78.158
BEL,Europe,Belgium,2/6/2021,11655923,706478,0,2303.857,21308,0,49.286,60611.073,0,197.655,1828.083,0,4.228,1.01,292,25.052,1650,141.559,,,897,76.957
BEL,Europe,Belgium,2/7/2021,11655923,721892,15414,2202,21595,287,41,61933.491,1322.418,188.917,1852.706,24.623,3.518,1.01,300,25.738,1678,143.961,,,928,79.616
BEL,Europe,Belgium,2/8/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.01,302,25.91,1698,145.677,,,872,74.812
BEL,Europe,Belgium,2/9/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.01,308,26.424,1674,143.618,,,893,76.613
BEL,Europe,Belgium,2/10/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.01,303,25.995,1652,141.731,,,883,75.755
BEL,Europe,Belgium,2/11/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.01,294,25.223,1642,140.873,,,879,75.412
BEL,Europe,Belgium,2/12/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.01,295,25.309,1634,140.186,,,867,74.383
BEL,Europe,Belgium,2/13/2021,11655923,721892,0,2202,21595,0,41,61933.491,0,188.917,1852.706,0,3.518,1.02,298,25.566,1567,134.438,,,851,73.01
BEL,Europe,Belgium,2/14/2021,11655923,734535,12643,1806.143,21874,279,39.857,63018.175,1084.685,154.955,1876.642,23.936,3.419,1.02,307,26.339,1598,137.098,,,834,71.552
BEL,Europe,Belgium,2/15/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.03,319,27.368,1632,140.015,,,846,72.581
BEL,Europe,Belgium,2/16/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.03,311,26.682,1600,137.269,,,828,71.037
BEL,Europe,Belgium,2/17/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.04,315,27.025,1610,138.127,,,837,71.809
BEL,Europe,Belgium,2/18/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.05,314,26.939,1588,136.24,,,842,72.238
BEL,Europe,Belgium,2/19/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.06,314,26.939,1607,137.87,,,835,71.637
BEL,Europe,Belgium,2/20/2021,11655923,734535,0,1806.143,21874,0,39.857,63018.175,0,154.955,1876.642,0,3.419,1.06,316,27.111,1567,134.438,,,840,72.066
BEL,Europe,Belgium,2/21/2021,11655923,749215,14680,2097.143,22126,252,36,64277.621,1259.446,179.921,1898.262,21.62,3.089,1.06,329,28.226,1619,138.899,,,837,71.809
BEL,Europe,Belgium,2/22/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,348,29.856,1721,147.65,,,868,74.469
BEL,Europe,Belgium,2/23/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,353,30.285,1711,146.792,,,878,75.327
BEL,Europe,Belgium,2/24/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,362,31.057,1749,150.052,,,887,76.099
BEL,Europe,Belgium,2/25/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,369,31.658,1759,150.91,,,887,76.099
BEL,Europe,Belgium,2/26/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,393,33.717,1838,157.688,,,966,82.876
BEL,Europe,Belgium,2/27/2021,11655923,749215,0,2097.143,22126,0,36,64277.621,0,179.921,1898.262,0,3.089,1.07,397,34.06,1835,157.431,,,1010,86.651
BEL,Europe,Belgium,2/28/2021,11655923,766011,16796,2399.429,22291,165,23.571,65718.605,1440.984,205.855,1912.418,14.156,2.022,1.07,407,34.918,1896,162.664,,,1049,89.997
BEL,Europe,Belgium,3/1/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.07,413,35.433,1937,166.182,,,1041,89.311
BEL,Europe,Belgium,3/2/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.08,426,36.548,1902,163.179,,,1062,91.112
BEL,Europe,Belgium,3/3/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.08,434,37.234,1900,163.007,,,1064,91.284
BEL,Europe,Belgium,3/4/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.09,426,36.548,1905,163.436,,,1093,93.772
BEL,Europe,Belgium,3/5/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.09,433,37.148,1915,164.294,,,1041,89.311
BEL,Europe,Belgium,3/6/2021,11655923,766011,0,2399.429,22291,0,23.571,65718.605,0,205.855,1912.418,0,2.022,1.1,416,35.69,1880,161.291,,,1026,88.024
BEL,Europe,Belgium,3/7/2021,11655923,782344,16333,2333.286,22483,192,27.429,67119.867,1401.262,200.18,1928.891,16.472,2.353,1.1,425,36.462,1938,166.267,,,1021,87.595
BEL,Europe,Belgium,3/8/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.11,436,37.406,1994,171.072,,,1027,88.11
BEL,Europe,Belgium,3/9/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.12,441,37.835,1963,168.412,,,1053,90.34
BEL,Europe,Belgium,3/10/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.12,452,38.779,1943,166.696,,,1055,90.512
BEL,Europe,Belgium,3/11/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.13,448,38.435,1910,163.865,,,1023,87.767
BEL,Europe,Belgium,3/12/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.14,468,40.151,1915,164.294,,,1041,89.311
BEL,Europe,Belgium,3/13/2021,11655923,782344,0,2333.286,22483,0,27.429,67119.867,0,200.18,1928.891,0,2.353,1.14,474,40.666,1905,163.436,,,1095,93.944
BEL,Europe,Belgium,3/14/2021,11655923,802345,20001,2857.286,22657,174,24.857,68835.818,1715.952,245.136,1943.819,14.928,2.133,1.15,485,41.61,2013,172.702,,,1132,97.118
BEL,Europe,Belgium,3/15/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.15,503,43.154,2112,181.195,,,1169,100.292
BEL,Europe,Belgium,3/16/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.16,522,44.784,2085,178.879,,,1175,100.807
BEL,Europe,Belgium,3/17/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.16,534,45.814,2123,182.139,,,1228,105.354
BEL,Europe,Belgium,3/18/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.16,543,46.586,2142,183.769,,,1297,111.274
BEL,Europe,Belgium,3/19/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.16,550,47.186,2153,184.713,,,1309,112.303
BEL,Europe,Belgium,3/20/2021,11655923,802345,0,2857.286,22657,0,24.857,68835.818,0,245.136,1943.819,0,2.133,1.16,557,47.787,2160,185.314,,,1357,116.421
BEL,Europe,Belgium,3/21/2021,11655923,830813,28468,4066.857,22837,180,25.714,71278.182,2442.363,348.909,1959.261,15.443,2.206,1.16,569,48.816,2249,192.949,,,1383,118.652
BEL,Europe,Belgium,3/22/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.15,589,50.532,2372,203.502,,,1434,123.028
BEL,Europe,Belgium,3/23/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.14,601,51.562,2402,206.075,,,1508,129.376
BEL,Europe,Belgium,3/24/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.13,636,54.565,2452,210.365,,,1552,133.151
BEL,Europe,Belgium,3/25/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.12,652,55.937,2493,213.883,,,1586,136.068
BEL,Europe,Belgium,3/26/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.11,667,57.224,2503,214.741,,,1612,138.299
BEL,Europe,Belgium,3/27/2021,11655923,830813,0,4066.857,22837,0,25.714,71278.182,0,348.909,1959.261,0,2.206,1.1,701,60.141,2568,220.317,,,1665,142.846
BEL,Europe,Belgium,3/28/2021,11655923,864483,33670,4810,23024,187,26.714,74166.842,2888.66,412.666,1975.305,16.043,2.292,1.09,712,61.085,2693,231.041,,,1693,145.248
BEL,Europe,Belgium,3/29/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.07,740,63.487,2820,241.937,,,1691,145.076
BEL,Europe,Belgium,3/30/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.06,737,63.23,2868,246.055,,,1728,148.251
BEL,Europe,Belgium,3/31/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.05,756,64.86,2938,252.061,,,1786,153.227
BEL,Europe,Belgium,4/1/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.03,790,67.777,2959,253.862,,,1834,157.345
BEL,Europe,Belgium,4/2/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.02,801,68.72,3026,259.611,,,1922,164.895
BEL,Europe,Belgium,4/3/2021,11655923,864483,0,4810,23024,0,26.714,74166.842,0,412.666,1975.305,0,2.292,1.01,821,70.436,2911,249.744,,,1885,161.72
BEL,Europe,Belgium,4/4/2021,11655923,894893,30410,4344.286,23256,232,33.143,76775.816,2608.974,372.711,1995.209,19.904,2.843,1,831,71.294,2923,250.774,,,1843,158.117
BEL,Europe,Belgium,4/5/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.99,866,74.297,3055,262.099,,,1874,160.777
BEL,Europe,Belgium,4/6/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.99,892,76.528,3167,271.707,,,1790,153.57
BEL,Europe,Belgium,4/7/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.98,909,77.986,3164,271.45,,,1814,155.629
BEL,Europe,Belgium,4/8/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.98,911,78.158,3129,268.447,,,1774,152.197
BEL,Europe,Belgium,4/9/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.98,925,79.359,3117,267.418,,,1753,150.396
BEL,Europe,Belgium,4/10/2021,11655923,894893,0,4344.286,23256,0,33.143,76775.816,0,372.711,1995.209,0,2.843,0.98,905,77.643,3022,259.267,,,1749,150.052
BEL,Europe,Belgium,4/11/2021,11655923,919635,24742,3534.571,23557,301,43,78898.514,2122.698,303.243,2021.033,25.824,3.689,0.97,899,77.128,3085,264.672,,,1780,152.712
BEL,Europe,Belgium,4/12/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.97,919,78.844,3215,275.825,,,1775,152.283
BEL,Europe,Belgium,4/13/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.97,947,81.246,3130,268.533,,,1807,155.028
BEL,Europe,Belgium,4/14/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.96,941,80.731,3049,261.584,,,1691,145.076
BEL,Europe,Belgium,4/15/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.96,930,79.788,3032,260.125,,,1680,144.133
BEL,Europe,Belgium,4/16/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.96,923,79.187,3015,258.667,,,1654,141.902
BEL,Europe,Belgium,4/17/2021,11655923,919635,0,3534.571,23557,0,43,78898.514,0,303.243,2021.033,0,3.689,0.96,923,79.187,2910,249.658,,,1644,141.044
BEL,Europe,Belgium,4/18/2021,11655923,944043,24408,3486.857,23832,275,39.286,80992.556,2094.043,299.149,2044.626,23.593,3.37,0.96,931,79.874,3000,257.38,,,1643,140.958
BEL,Europe,Belgium,4/19/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.96,946,81.16,3140,269.391,,,1628,139.671
BEL,Europe,Belgium,4/20/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.96,926,79.445,3103,266.217,,,1664,142.76
BEL,Europe,Belgium,4/21/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.95,935,80.217,3078,264.072,,,1691,145.076
BEL,Europe,Belgium,4/22/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.95,910,78.072,2989,256.436,,,1683,144.39
BEL,Europe,Belgium,4/23/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.95,901,77.3,2943,252.49,,,1656,142.074
BEL,Europe,Belgium,4/24/2021,11655923,944043,0,3486.857,23832,0,39.286,80992.556,0,299.149,2044.626,0,3.37,0.94,886,76.013,2846,244.168,,,1639,140.615
BEL,Europe,Belgium,4/25/2021,11655923,969078,25035,3576.429,24104,272,38.857,83140.391,2147.835,306.834,2067.961,23.336,3.334,0.94,886,76.013,2883,247.342,,,1600,137.269
BEL,Europe,Belgium,4/26/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.93,892,76.528,2951,253.176,,,1546,132.636
BEL,Europe,Belgium,4/27/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.93,892,76.528,2858,245.197,,,1474,126.459
BEL,Europe,Belgium,4/28/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.93,888,76.184,2809,240.993,,,1440,123.542
BEL,Europe,Belgium,4/29/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.93,864,74.125,2776,238.162,,,1415,121.398
BEL,Europe,Belgium,4/30/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.92,855,73.353,2707,232.242,,,1384,118.738
BEL,Europe,Belgium,5/1/2021,11655923,969078,0,3576.429,24104,0,38.857,83140.391,0,306.834,2067.961,0,3.334,0.92,824,70.694,2593,222.462,,,1351,115.907
BEL,Europe,Belgium,5/2/2021,11655923,990424,21346,3049.429,24377,273,39,84971.735,1831.344,261.621,2091.383,23.422,3.346,0.92,825,70.779,2648,227.181,,,1350,115.821
BEL,Europe,Belgium,5/3/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.92,831,71.294,2760,236.789,,,1347,115.564
BEL,Europe,Belgium,5/4/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.92,795,68.206,2605,223.492,,,1307,112.132
BEL,Europe,Belgium,5/5/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.91,757,64.946,2481,212.853,,,1261,108.185
BEL,Europe,Belgium,5/6/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.91,744,63.83,2402,206.075,,,1200,102.952
BEL,Europe,Belgium,5/7/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.91,727,62.372,2307,197.925,,,1172,100.55
BEL,Europe,Belgium,5/8/2021,11655923,990424,0,3049.429,24377,0,39,84971.735,0,261.621,2091.383,0,3.346,0.91,707,60.656,2167,185.914,,,1141,97.89
BEL,Europe,Belgium,5/9/2021,11655923,1011304,20880,2982.857,24624,247,35.286,86763.099,1791.364,255.909,2112.574,21.191,3.027,0.9,702,60.227,2172,186.343,,,1139,97.719
BEL,Europe,Belgium,5/10/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.89,710,60.913,2253,193.292,,,1120,96.088
BEL,Europe,Belgium,5/11/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.89,686,58.854,2108,180.852,,,1095,93.944
BEL,Europe,Belgium,5/12/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.88,660,56.624,2025,173.731,,,1079,92.571
BEL,Europe,Belgium,5/13/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.88,644,55.251,1912,164.037,,,1078,92.485
BEL,Europe,Belgium,5/14/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.88,643,55.165,1917,164.466,,,1017,87.252
BEL,Europe,Belgium,5/15/2021,11655923,1011304,0,2982.857,24624,0,35.286,86763.099,0,255.909,2112.574,0,3.027,0.88,621,53.278,1804,154.771,,,1021,87.595
