iso_code,continent,location,date,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_AFR,,Africa,4/23/2022,,,,,,,,,,456679658,286460086,219965738,20224685,655833,621243,32.01,20.08,15.42,1.42,435,519568,0.036,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/24/2022,,,,,,,,,,456749399,286840759,220338689,20248092,557719,617834,32.01,20.1,15.44,1.42,433,518411,0.036,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/25/2022,,,,,,,,,,456816555,286850251,220356596,20264055,760978,643588,32.02,20.11,15.44,1.42,451,516142,0.036,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/26/2022,,,,,,,,,,464953552,295480670,224078286,21272143,817506,675757,32.59,20.71,15.71,1.49,474,515677,0.036,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/27/2022,,,,,,,,,,465116621,295510368,224138933,21336996,1376394,783486,32.6,20.71,15.71,1.5,549,498746,0.035,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/28/2022,,,,,,,,,,465161997,295532821,224151377,21348889,1353115,882101,32.6,20.71,15.71,1.5,618,481072,0.034,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/29/2022,,,,,,,,,,465282194,295560827,224203559,21383914,1394641,988030,32.61,20.72,15.71,1.5,693,464055,0.033,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,4/30/2022,,,,,,,,,,465982604,295750921,224529234,21587208,1366494,1089551,32.66,20.73,15.74,1.51,764,445220,0.031,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/1/2022,,,,,,,,,,472659025,297697478,225614951,22139383,1258995,1189733,33.13,20.87,15.81,1.55,834,426376,0.03,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/2/2022,,,,,,,,,,472699800,297701936,225635428,22144339,710019,1182454,33.13,20.87,15.81,1.55,829,429257,0.03,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/3/2022,,,,,,,,,,472727521,297707275,225649104,22149141,716460,1168020,33.13,20.87,15.82,1.55,819,429692,0.03,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/4/2022,,,,,,,,,,472966141,297769765,225749517,22254900,801709,1085922,33.15,20.87,15.82,1.56,761,448682,0.031,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/5/2022,,,,,,,,,,473052892,297795614,225777084,22297376,831803,1011449,33.16,20.87,15.82,1.56,709,469002,0.033,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/6/2022,,,,,,,,,,473205548,297832073,225860463,22336574,836641,931731,33.17,20.88,15.83,1.57,653,488769,0.034,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/7/2022,,,,,,,,,,473326218,297862577,225928672,22364227,851397,858146,33.18,20.88,15.84,1.57,601,509826,0.036,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/8/2022,,,,,,,,,,477146144,303978381,228510019,22703506,803525,793079,33.44,21.31,16.02,1.59,556,533375,0.037,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/9/2022,,,,,,,,,,477163276,303986522,228514927,22709574,600091,777377,33.44,21.31,16.02,1.59,545,488469,0.034,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/10/2022,,,,,,,,,,477424879,304032124,228656777,22759277,752594,782534,33.46,21.31,16.03,1.6,548,448452,0.031,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/11/2022,,,,,,,,,,477560265,304080460,228716801,22792778,724136,771452,33.47,21.31,16.03,1.6,541,405920,0.028,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/12/2022,,,,,,,,,,477743660,304139361,228805400,22835205,767290,762240,33.49,21.32,16.04,1.6,534,363607,0.025,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/13/2022,,,,,,,,,,477930307,304181143,228903921,22870945,730616,747093,33.5,21.32,16.04,1.6,524,318579,0.022,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/14/2022,,,,,,,,,,478597738,304367508,229191583,23071277,796127,739198,33.54,21.33,16.06,1.62,518,276655,0.019,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/15/2022,,,,,,,,,,480832342,304854890,231155320,23274028,814150,740715,33.7,21.37,16.2,1.63,519,236516,0.017,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/16/2022,,,,,,,,,,481028943,304892765,231265657,23292723,1456983,863128,33.72,21.37,16.21,1.63,605,256503,0.018,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/17/2022,,,,,,,,,,481114421,304924599,231301092,23318505,1472323,965947,33.72,21.37,16.21,1.63,677,270469,0.019,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/18/2022,,,,,,,,,,481289169,305001564,231395579,23359552,1528784,1080894,33.73,21.38,16.22,1.64,758,285556,0.02,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/19/2022,,,,,,,,,,481387677,305033016,231435398,23393156,1479961,1182706,33.74,21.38,16.22,1.64,829,297164,0.021,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/20/2022,,,,,,,,,,481829759,305068225,231677935,23418060,1467643,1287995,33.77,21.38,16.24,1.64,903,312459,0.022,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/21/2022,,,,,,,,,,481916557,305098346,231715284,23442703,1516455,1390899,33.78,21.38,16.24,1.64,975,323665,0.023,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/22/2022,,,,,,,,,,494080794,307748342,234099932,23613249,1461717,1483410,34.63,21.57,16.41,1.66,1040,332099,0.023,,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,5/23/2022,,,,,,,,,,494223426,307759771,234125095,23667110,908365,1405033,34.64,21.57,16.41,1.66,985,345131,0.024,,,,,,,,,,,,,,,,,,,
